Date,Australia/US,British/US,Canadian/US,Dutch/US,French/US,German/US,Japanese/US,Swiss/US
1989-07-18,1.323,0.62,1.19,2.134,6.423,1.892,141.3,1.641
1989-07-19,1.339,0.62,1.19,2.146,6.455,1.902,141.95,1.647
1989-07-20,1.333,0.61,1.19,2.145,6.449,1.901,141.45,1.642
1989-07-21,1.335,0.62,1.19,2.15,6.465,1.906,141.92,1.646
1989-07-24,1.34,0.62,1.19,2.154,6.472,1.909,143.18,1.645
1989-07-25,1.336,0.62,1.19,2.139,6.428,1.896,142.55,1.632
1989-07-26,1.325,0.61,1.19,2.115,6.351,1.875,140.65,1.613
1989-07-27,1.322,0.6,1.18,2.109,6.334,1.869,138.95,1.608
1989-07-28,1.337,0.61,1.19,2.129,6.393,1.888,139.58,1.624
1989-07-31,1.322,0.6,1.18,2.105,6.317,1.866,136.95,1.607
1989-08-01,1.314,0.6,1.17,2.104,6.316,1.865,136.82,1.608
1989-08-02,1.3,0.6,1.18,2.089,6.271,1.852,136.15,1.592
1989-08-03,1.305,0.61,1.17,2.106,6.322,1.866,136.95,1.607
1989-08-04,1.307,0.62,1.18,2.14,6.425,1.897,139.45,1.635
1989-08-07,1.308,0.62,1.17,2.149,6.45,1.906,139.5,1.638
1989-08-08,1.299,0.62,1.17,2.132,6.393,1.891,138.8,1.627
1989-08-09,1.302,0.62,1.17,2.142,6.424,1.901,139.25,1.636
1989-08-10,1.309,0.61,1.17,2.133,6.396,1.892,139.08,1.631
1989-08-11,1.318,0.63,1.18,2.186,6.551,1.939,141.94,1.673
1989-08-14,1.315,0.63,1.18,2.187,6.55,1.939,141.7,1.675
1989-08-15,1.325,0.64,1.18,2.195,6.58,1.947,142.19,1.679
1989-08-16,1.32,0.63,1.18,2.189,6.561,1.942,142.15,1.673
1989-08-17,1.324,0.64,1.18,2.22,6.648,1.969,143.8,1.697
1989-08-18,1.289,0.64,1.18,2.201,6.591,1.95,145.85,1.685
1989-08-21,1.314,0.63,1.17,2.2,6.584,1.952,142.42,1.682
1989-08-22,1.306,0.63,1.17,2.188,6.551,1.941,142.58,1.673
1989-08-23,1.306,0.64,1.18,2.205,6.598,1.957,143.23,1.688
1989-08-24,1.316,0.64,1.18,2.208,6.606,1.959,143.34,1.688
1989-08-25,1.319,0.64,1.17,2.203,6.587,1.954,143.3,1.685
1989-08-28,1.315,0.64,1.17,2.209,6.604,1.959,144.2,1.688
1989-08-29,1.304,0.63,1.17,2.184,6.53,1.938,143.13,1.67
1989-08-30,1.305,0.63,1.18,2.194,6.553,1.946,143.73,1.677
1989-08-31,1.308,0.64,1.18,2.207,6.605,1.958,144.6,1.688
1989-09-01,1.317,0.64,1.18,2.229,6.67,1.978,145.85,1.71
1989-09-05,1.319,0.65,1.18,2.244,6.71,1.991,147.05,1.718
1989-09-06,1.313,0.64,1.18,2.226,6.65,1.975,146.25,1.705
1989-09-07,1.313,0.65,1.18,2.237,6.687,1.985,146.9,1.713
1989-09-08,1.305,0.65,1.19,2.232,6.67,1.981,146.3,1.709
1989-09-11,1.309,0.65,1.19,2.24,6.695,1.987,146.82,1.716
1989-09-12,1.308,0.65,1.19,2.241,6.696,1.988,147.15,1.716
1989-09-13,1.288,0.64,1.19,2.232,6.68,1.981,146.95,1.71
1989-09-14,1.29,0.64,1.19,2.22,6.643,1.969,146.55,1.699
1989-09-15,1.294,0.65,1.19,2.254,6.743,2,148.75,1.727
1989-09-18,1.289,0.64,1.18,2.201,6.591,1.953,145.85,1.685
1989-09-19,1.29,0.64,1.18,2.198,6.59,1.95,145.65,1.688
1989-09-20,1.29,0.63,1.18,2.189,6.563,1.942,145.05,1.681
1989-09-21,1.295,0.63,1.18,2.192,6.573,1.944,145.35,1.684
1989-09-22,1.277,0.63,1.18,2.199,6.594,1.95,145.6,1.689
1989-09-25,1.265,0.62,1.18,2.152,6.457,1.906,142.7,1.657
1989-09-26,1.266,0.62,1.17,2.132,6.402,1.889,141.88,1.64
1989-09-27,1.278,0.62,1.18,2.126,6.37,1.883,140.6,1.632
1989-09-28,1.289,0.62,1.18,2.124,6.376,1.882,140.55,1.632
1989-09-29,1.291,0.62,1.18,2.115,6.35,1.873,139.6,1.623
1989-10-02,1.287,0.62,1.18,2.118,6.358,1.875,139.48,1.625
1989-10-03,1.286,0.62,1.18,2.13,6.401,1.887,141.13,1.626
1989-10-04,1.287,0.62,1.17,2.122,6.372,1.878,141.05,1.628
1989-10-05,1.286,0.62,1.18,2.13,6.39,1.886,142.4,1.637
1989-10-06,1.278,0.62,1.18,2.137,6.417,1.893,142.8,1.646
1989-10-10,1.288,0.64,1.17,2.142,6.428,1.897,143.95,1.657
1989-10-11,1.289,0.65,1.18,2.164,6.49,1.917,144.8,1.67
1989-10-12,1.302,0.64,1.18,2.153,6.468,1.908,144.2,1.673
1989-10-13,1.302,0.64,1.17,2.134,6.416,1.891,143.2,1.662
1989-10-16,1.313,0.64,1.18,2.106,6.336,1.866,141.8,1.635
1989-10-17,1.302,0.63,1.18,2.092,6.298,1.852,141.5,1.624
1989-10-18,1.298,0.63,1.17,2.093,6.297,1.854,141.7,1.626
1989-10-19,1.289,0.63,1.17,2.091,6.292,1.852,141.95,1.622
1989-10-20,1.296,0.63,1.17,2.095,6.301,1.854,142.3,1.626
1989-10-23,1.298,0.63,1.17,2.096,6.301,1.856,142.35,1.625
1989-10-24,1.307,0.62,1.17,2.077,6.249,1.839,141.55,1.612
1989-10-25,1.292,0.62,1.17,2.079,6.253,1.841,141.65,1.612
1989-10-26,1.285,0.62,1.18,2.075,6.248,1.838,141.65,1.609
1989-10-27,1.286,0.63,1.18,2.066,6.22,1.83,142,1.602
1989-10-30,1.277,0.63,1.17,2.074,6.232,1.837,142.15,1.607
1989-10-31,1.278,0.63,1.17,2.079,6.246,1.841,142.73,1.615
1989-11-01,1.28,0.63,1.17,2.075,6.234,1.838,143.11,1.614
1989-11-02,1.282,0.64,1.17,2.086,6.272,1.848,143.7,1.624
1989-11-03,1.283,0.64,1.17,2.086,6.268,1.848,143.18,1.622
1989-11-06,1.28,0.63,1.17,2.091,6.283,1.852,143.7,1.624
1989-11-07,1.275,0.63,1.17,2.083,6.257,1.845,143.44,1.62
1989-11-08,1.273,0.63,1.17,2.083,6.255,1.846,143.14,1.617
1989-11-09,1.267,0.63,1.17,2.087,6.267,1.849,142.86,1.622
1989-11-10,1.272,0.63,1.17,2.102,6.314,1.863,143.3,1.638
1989-11-13,1.267,0.63,1.17,2.101,6.316,1.862,143.88,1.641
1989-11-14,1.27,0.63,1.17,2.086,6.275,1.849,143.68,1.632
1989-11-15,1.276,0.63,1.17,2.075,6.25,1.839,143.75,1.623
1989-11-16,1.281,0.63,1.17,2.071,6.249,1.836,143.8,1.629
1989-11-17,1.278,0.64,1.17,2.08,6.267,1.842,144.4,1.632
1989-11-20,1.28,0.64,1.17,2.072,6.25,1.836,144.5,1.633
1989-11-21,1.287,0.64,1.17,2.054,6.207,1.821,143.75,1.618
1989-11-22,1.288,0.64,1.17,2.046,6.184,1.814,143.85,1.615
1989-11-24,1.277,0.64,1.17,2.037,6.162,1.805,143.5,1.615
1989-11-27,1.275,0.64,1.17,2.019,6.114,1.79,143.4,1.606
1989-11-28,1.272,0.64,1.17,2.017,6.103,1.788,143.72,1.596
1989-11-29,1.281,0.64,1.17,2.012,6.082,1.783,142.65,1.589
1989-11-30,1.278,0.64,1.16,2.008,6.065,1.78,142.91,1.592
1989-12-01,1.282,0.64,1.17,2.011,6.087,1.782,143.1,1.593
1989-12-04,1.281,0.64,1.16,2.009,6.082,1.781,143.58,1.6
1989-12-05,1.28,0.64,1.16,2.005,6.07,1.777,143.8,1.59
1989-12-06,1.277,0.63,1.16,1.993,6.032,1.766,143.85,1.587
1989-12-07,1.279,0.63,1.16,2.001,6.058,1.773,144.32,1.593
1989-12-08,1.278,0.64,1.16,2,6.061,1.772,144.28,1.598
1989-12-11,1.276,0.63,1.16,1.993,6.042,1.766,144.5,1.597
1989-12-12,1.272,0.62,1.16,1.958,5.931,1.734,143.9,1.578
1989-12-13,1.274,0.63,1.16,1.965,5.945,1.74,144.17,1.576
1989-12-14,1.274,0.63,1.16,1.962,5.945,1.737,144.1,1.564
1989-12-15,1.276,0.62,1.16,1.945,5.893,1.723,144.15,1.55
1989-12-18,1.276,0.62,1.16,1.948,5.899,1.726,144.1,1.548
1989-12-19,1.273,0.63,1.16,1.962,5.932,1.738,143.85,1.562
1989-12-20,1.271,0.62,1.16,1.965,5.952,1.741,144.02,1.563
1989-12-21,1.272,0.62,1.16,1.949,5.893,1.726,143.7,1.558
1989-12-22,1.268,0.62,1.16,1.929,5.835,1.708,142.88,1.55
1989-12-26,1.263,0.62,1.16,1.92,5.806,1.7,142.15,1.551
1989-12-27,1.252,0.62,1.16,1.91,5.778,1.69,142.1,1.536
1989-12-28,1.26,0.62,1.16,1.906,5.769,1.688,143.35,1.54
1989-12-29,1.267,0.62,1.16,1.909,5.774,1.69,143.8,1.541
1990-01-02,1.273,0.62,1.16,1.93,5.836,1.709,146.25,1.577
1990-01-03,1.279,0.62,1.16,1.943,5.879,1.721,145.7,1.579
1990-01-04,1.271,0.61,1.16,1.896,5.751,1.684,143.37,1.542
1990-01-05,1.272,0.61,1.16,1.898,5.743,1.681,143.82,1.537
1990-01-08,1.274,0.6,1.16,1.885,5.692,1.669,144.1,1.524
1990-01-09,1.271,0.6,1.16,1.9,5.73,1.682,145.2,1.527
1990-01-10,1.268,0.6,1.16,1.896,5.719,1.68,145.25,1.513
1990-01-11,1.264,0.6,1.16,1.897,5.73,1.682,145.4,1.516
1990-01-12,1.26,0.6,1.16,1.894,5.718,1.68,145.4,1.495
1990-01-16,1.267,0.6,1.17,1.911,5.765,1.695,145.48,1.517
1990-01-17,1.263,0.61,1.16,1.905,5.745,1.691,145.49,1.507
1990-01-18,1.259,0.61,1.17,1.925,5.806,1.709,146.12,1.519
1990-01-19,1.26,0.61,1.18,1.92,5.799,1.705,145.65,1.515
1990-01-22,1.257,0.61,1.18,1.941,5.852,1.723,146.43,1.532
1990-01-23,1.29,0.61,1.18,1.913,5.766,1.697,146.09,1.508
1990-01-24,1.312,0.6,1.19,1.901,5.73,1.687,145.32,1.497
1990-01-25,1.319,0.6,1.19,1.901,5.734,1.688,144.42,1.488
1990-01-26,1.315,0.6,1.19,1.908,5.752,1.693,143.35,1.498
1990-01-29,1.31,0.6,1.19,1.891,5.704,1.679,143.13,1.486
1990-01-30,1.305,0.59,1.19,1.896,5.713,1.682,144.1,1.491
1990-01-31,1.301,0.6,1.19,1.903,5.73,1.688,144.55,1.504
1990-02-01,1.298,0.59,1.19,1.896,5.709,1.682,144.9,1.498
1990-02-02,1.293,0.59,1.19,1.902,5.732,1.686,145.38,1.497
1990-02-05,1.306,0.59,1.19,1.884,5.67,1.67,145.39,1.48
1990-02-06,1.305,0.59,1.19,1.871,5.644,1.658,145.13,1.477
1990-02-07,1.32,0.59,1.19,1.868,5.635,1.655,145.47,1.482
1990-02-08,1.325,0.59,1.2,1.887,5.686,1.673,145.4,1.495
1990-02-09,1.335,0.59,1.2,1.889,5.693,1.675,145.2,1.497
1990-02-12,1.33,0.59,1.2,1.883,5.681,1.67,144.2,1.496
1990-02-13,1.33,0.59,1.2,1.89,5.704,1.677,144.4,1.497
1990-02-14,1.341,0.59,1.21,1.885,5.686,1.672,144.27,1.492
1990-02-15,1.333,0.59,1.21,1.895,5.715,1.681,144.4,1.496
1990-02-16,1.322,0.59,1.2,1.893,5.706,1.68,144.15,1.494
1990-02-20,1.317,0.59,1.2,1.889,5.689,1.675,145.45,1.485
1990-02-21,1.318,0.58,1.2,1.878,5.652,1.666,145.32,1.475
1990-02-22,1.308,0.58,1.19,1.882,5.658,1.67,145.89,1.473
1990-02-23,1.307,0.58,1.2,1.891,5.683,1.678,146.92,1.477
1990-02-26,1.307,0.59,1.2,1.905,5.721,1.692,148.85,1.487
1990-02-27,1.315,0.59,1.19,1.899,5.705,1.685,148.63,1.483
1990-02-28,1.316,0.59,1.19,1.911,5.735,1.697,148.82,1.492
1990-03-01,1.31,0.6,1.19,1.932,5.793,1.715,149.67,1.506
1990-03-02,1.316,0.61,1.19,1.938,5.809,1.72,150.28,1.514
1990-03-05,1.318,0.61,1.19,1.92,5.755,1.704,149.78,1.5
1990-03-06,1.314,0.61,1.19,1.917,5.752,1.701,149.8,1.5
1990-03-07,1.316,0.61,1.19,1.923,5.768,1.707,151.22,1.507
1990-03-08,1.315,0.61,1.18,1.917,5.754,1.702,150.83,1.509
1990-03-09,1.315,0.62,1.18,1.92,5.762,1.705,151.34,1.512
1990-03-12,1.319,0.62,1.18,1.926,5.781,1.711,152.38,1.524
1990-03-13,1.314,0.62,1.18,1.933,5.803,1.717,152.55,1.528
1990-03-14,1.31,0.62,1.17,1.93,5.789,1.713,152.24,1.527
1990-03-15,1.322,0.62,1.18,1.918,5.756,1.703,152.55,1.522
1990-03-16,1.327,0.62,1.18,1.909,5.726,1.695,152.38,1.51
1990-03-19,1.325,0.62,1.18,1.896,5.691,1.683,153.5,1.509
1990-03-20,1.322,0.62,1.18,1.911,5.731,1.697,153.88,1.517
1990-03-21,1.33,0.63,1.18,1.923,5.761,1.709,154.16,1.521
1990-03-22,1.333,0.62,1.18,1.919,5.748,1.705,155.1,1.515
1990-03-23,1.338,0.62,1.18,1.925,5.764,1.711,153.9,1.519
1990-03-26,1.339,0.62,1.18,1.926,5.769,1.712,156.5,1.527
1990-03-27,1.342,0.61,1.18,1.927,5.758,1.712,157.4,1.518
1990-03-28,1.339,0.61,1.18,1.925,5.75,1.711,158.75,1.516
1990-03-29,1.329,0.61,1.17,1.913,5.717,1.698,156.75,1.498
1990-03-30,1.325,0.61,1.17,1.903,5.685,1.688,157.82,1.498
1990-04-02,1.323,0.61,1.17,1.919,5.728,1.704,158.9,1.508
1990-04-03,1.315,0.61,1.17,1.915,5.714,1.701,159.13,1.503
1990-04-04,1.304,0.61,1.17,1.915,5.71,1.7,158.6,1.507
1990-04-05,1.307,0.61,1.17,1.913,5.717,1.7,157.68,1.501
1990-04-06,1.307,0.61,1.17,1.91,5.699,1.696,157.65,1.501
1990-04-09,1.311,0.61,1.16,1.906,5.682,1.693,157.5,1.496
1990-04-10,1.308,0.61,1.16,1.904,5.679,1.691,158.58,1.496
1990-04-11,1.305,0.61,1.17,1.887,5.633,1.675,158.28,1.484
1990-04-12,1.305,0.61,1.16,1.884,5.624,1.673,158.19,1.483
1990-04-13,1.307,0.61,1.17,1.884,5.621,1.673,158.75,1.485
1990-04-16,1.307,0.61,1.17,1.889,5.635,1.678,159.37,1.49
1990-04-17,1.307,0.61,1.17,1.89,5.639,1.678,159.9,1.491
1990-04-18,1.299,0.61,1.16,1.884,5.622,1.673,159.1,1.484
1990-04-19,1.293,0.61,1.16,1.888,5.637,1.677,156.5,1.483
1990-04-20,1.298,0.61,1.16,1.901,5.672,1.689,157.85,1.491
1990-04-23,1.306,0.61,1.16,1.91,5.695,1.698,157.7,1.493
1990-04-24,1.305,0.61,1.16,1.906,5.685,1.695,158.72,1.488
1990-04-25,1.305,0.61,1.16,1.894,5.65,1.683,158.73,1.467
1990-04-26,1.323,0.61,1.16,1.893,5.642,1.683,158.75,1.462
1990-04-27,1.333,0.61,1.16,1.886,5.624,1.676,158.9,1.457
1990-04-30,1.333,0.61,1.17,1.889,5.634,1.679,158.85,1.451
1990-05-01,1.341,0.61,1.16,1.89,5.638,1.681,158.85,1.456
1990-05-02,1.33,0.61,1.17,1.893,5.647,1.683,158.3,1.456
1990-05-03,1.324,0.61,1.17,1.892,5.642,1.683,158.15,1.454
1990-05-04,1.325,0.6,1.16,1.88,5.612,1.672,158.35,1.445
1990-05-07,1.322,0.6,1.16,1.862,5.564,1.656,158,1.433
1990-05-08,1.32,0.6,1.16,1.865,5.571,1.658,157.9,1.433
1990-05-09,1.318,0.6,1.17,1.842,5.519,1.638,156.45,1.404
1990-05-10,1.318,0.6,1.17,1.841,5.523,1.637,157,1.396
1990-05-11,1.316,0.59,1.18,1.834,5.512,1.631,152.73,1.395
1990-05-14,1.304,0.59,1.18,1.848,5.543,1.645,152.77,1.396
1990-05-15,1.308,0.6,1.18,1.851,5.553,1.647,151.4,1.398
1990-05-16,1.311,0.6,1.18,1.848,5.54,1.643,151.43,1.4
1990-05-17,1.313,0.59,1.17,1.852,5.552,1.648,152.35,1.404
1990-05-18,1.315,0.59,1.18,1.853,5.557,1.648,152.85,1.405
1990-05-21,1.309,0.59,1.18,1.871,5.607,1.664,153.53,1.424
1990-05-22,1.309,0.59,1.19,1.877,5.622,1.67,151.6,1.418
1990-05-23,1.307,0.59,1.18,1.881,5.628,1.673,151.23,1.412
1990-05-24,1.312,0.59,1.19,1.886,5.646,1.678,151.55,1.42
1990-05-25,1.304,0.59,1.18,1.893,5.665,1.683,149.69,1.426
1990-05-29,1.305,0.59,1.18,1.883,5.632,1.672,150.88,1.41
1990-05-30,1.295,0.59,1.18,1.895,5.673,1.682,151.32,1.421
1990-05-31,1.302,0.6,1.17,1.914,5.731,1.699,152.64,1.433
1990-06-01,1.3,0.59,1.17,1.907,5.716,1.694,151.39,1.436
1990-06-04,1.303,0.6,1.18,1.907,5.705,1.693,151.6,1.441
1990-06-05,1.297,0.59,1.18,1.905,5.705,1.692,152.65,1.435
1990-06-06,1.296,0.59,1.17,1.9,5.687,1.688,152.55,1.429
1990-06-07,1.286,0.59,1.17,1.902,5.702,1.692,152.53,1.439
1990-06-08,1.294,0.59,1.18,1.909,5.712,1.697,153.53,1.448
1990-06-11,1.29,0.59,1.17,1.904,5.694,1.692,154.52,1.441
1990-06-12,1.292,0.59,1.17,1.905,5.697,1.693,154.44,1.437
1990-06-13,1.291,0.59,1.17,1.905,5.69,1.693,154.79,1.433
1990-06-14,1.29,0.59,1.17,1.908,5.702,1.695,154.07,1.436
1990-06-15,1.289,0.59,1.17,1.907,5.696,1.694,154.2,1.436
1990-06-18,1.283,0.58,1.17,1.888,5.639,1.677,153.7,1.417
1990-06-19,1.276,0.58,1.17,1.879,5.611,1.669,153.65,1.408
1990-06-20,1.277,0.58,1.17,1.889,5.638,1.679,154,1.415
1990-06-21,1.266,0.58,1.17,1.89,5.639,1.681,154.82,1.416
1990-06-22,1.274,0.58,1.18,1.884,5.623,1.675,154.75,1.409
1990-06-25,1.274,0.58,1.18,1.888,5.634,1.678,155.37,1.411
1990-06-26,1.275,0.58,1.17,1.882,5.61,1.672,155.15,1.406
1990-06-27,1.27,0.57,1.17,1.874,5.591,1.664,154.38,1.408
1990-06-28,1.273,0.57,1.17,1.88,5.604,1.669,153.17,1.414
1990-06-29,1.263,0.57,1.17,1.875,5.595,1.666,152.35,1.416
1990-07-02,1.256,0.57,1.16,1.866,5.564,1.658,151.27,1.404
1990-07-03,1.254,0.56,1.16,1.86,5.543,1.652,151.2,1.395
1990-07-05,1.252,0.56,1.16,1.858,5.537,1.649,150.77,1.4
1990-07-06,1.254,0.56,1.16,1.862,5.553,1.654,151.03,1.402
1990-07-09,1.246,0.55,1.16,1.858,5.536,1.649,151.1,1.396
1990-07-10,1.24,0.55,1.16,1.855,5.528,1.646,148.9,1.396
1990-07-11,1.255,0.56,1.16,1.862,5.541,1.651,148.68,1.404
1990-07-12,1.264,0.56,1.16,1.868,5.55,1.658,148.6,1.405
1990-07-13,1.281,0.55,1.16,1.851,5.515,1.643,147.5,1.393
1990-07-16,1.28,0.55,1.16,1.865,5.546,1.653,148.05,1.417
1990-07-17,1.266,0.55,1.16,1.856,5.523,1.646,148.35,1.407
1990-07-18,1.263,0.55,1.15,1.854,5.517,1.644,147.3,1.409
1990-07-19,1.279,0.55,1.15,1.852,5.516,1.644,148.05,1.41
1990-07-20,1.276,0.55,1.16,1.849,5.506,1.642,148.97,1.408
1990-07-23,1.276,0.55,1.16,1.835,5.462,1.628,148.45,1.389
1990-07-24,1.273,0.55,1.16,1.824,5.428,1.619,148.35,1.375
1990-07-25,1.272,0.55,1.15,1.824,5.421,1.619,148.88,1.374
1990-07-26,1.283,0.55,1.15,1.829,5.435,1.623,150.45,1.378
1990-07-27,1.266,0.55,1.15,1.821,5.411,1.615,149.6,1.369
1990-07-30,1.263,0.54,1.15,1.814,5.39,1.609,148.2,1.365
1990-07-31,1.26,0.54,1.15,1.789,5.322,1.588,146.13,1.348
1990-08-01,1.259,0.54,1.15,1.794,5.336,1.593,147.25,1.356
1990-08-02,1.272,0.54,1.15,1.797,5.343,1.595,149.6,1.357
1990-08-03,1.274,0.54,1.15,1.794,5.337,1.593,149.9,1.351
1990-08-06,1.266,0.53,1.15,1.777,5.292,1.577,149.75,1.332
1990-08-07,1.262,0.53,1.15,1.781,5.298,1.581,149.8,1.331
1990-08-08,1.257,0.54,1.15,1.797,5.346,1.595,150.15,1.344
1990-08-09,1.251,0.53,1.15,1.794,5.338,1.592,149.82,1.339
1990-08-10,1.254,0.53,1.15,1.792,5.323,1.59,150.15,1.339
1990-08-13,1.246,0.53,1.15,1.776,5.292,1.577,150.35,1.317
1990-08-14,1.241,0.53,1.15,1.768,5.27,1.57,149.48,1.306
1990-08-15,1.239,0.53,1.14,1.761,5.245,1.563,147.45,1.293
1990-08-16,1.243,0.53,1.15,1.763,5.252,1.564,148.38,1.304
1990-08-17,1.239,0.52,1.14,1.747,5.21,1.551,147.57,1.282
1990-08-20,1.238,0.52,1.14,1.756,5.237,1.558,146.87,1.292
1990-08-21,1.225,0.52,1.14,1.753,5.237,1.555,146.4,1.287
1990-08-22,1.219,0.52,1.14,1.751,5.225,1.554,145.75,1.274
1990-08-23,1.206,0.51,1.13,1.744,5.198,1.548,146.6,1.261
1990-08-24,1.2,0.51,1.13,1.755,5.226,1.558,146.55,1.269
1990-08-27,1.203,0.51,1.14,1.748,5.203,1.552,144.45,1.275
1990-08-28,1.205,0.51,1.14,1.749,5.206,1.553,143.48,1.282
1990-08-29,1.201,0.51,1.14,1.755,5.216,1.558,143.62,1.285
1990-08-30,1.224,0.52,1.15,1.765,5.25,1.566,144.3,1.296
1990-08-31,1.225,0.53,1.15,1.776,5.285,1.576,143.93,1.309
1990-09-04,1.227,0.53,1.16,1.785,5.306,1.584,143.55,1.318
1990-09-05,1.208,0.53,1.15,1.762,5.237,1.564,141.68,1.298
1990-09-06,1.214,0.52,1.16,1.756,5.219,1.558,141.05,1.299
1990-09-07,1.218,0.53,1.16,1.765,5.247,1.566,140.1,1.304
1990-09-10,1.231,0.54,1.17,1.783,5.3,1.582,139.2,1.319
1990-09-11,1.224,0.54,1.16,1.794,5.327,1.592,139.85,1.331
1990-09-12,1.221,0.54,1.16,1.789,5.318,1.588,137.7,1.323
1990-09-13,1.218,0.53,1.16,1.775,5.275,1.575,137.35,1.314
1990-09-14,1.21,0.53,1.16,1.76,5.231,1.562,136.67,1.291
1990-09-17,1.203,0.53,1.16,1.757,5.22,1.558,137,1.287
1990-09-18,1.2,0.52,1.16,1.745,5.185,1.548,137.5,1.283
1990-09-19,1.206,0.53,1.16,1.768,5.252,1.569,137.5,1.306
1990-09-20,1.21,0.54,1.15,1.782,5.29,1.58,136.93,1.32
1990-09-21,1.207,0.54,1.15,1.779,5.28,1.578,136.9,1.322
1990-09-24,1.203,0.53,1.15,1.755,5.211,1.557,136.1,1.298
1990-09-25,1.204,0.53,1.15,1.763,5.236,1.564,137.38,1.302
1990-09-26,1.203,0.54,1.15,1.773,5.261,1.572,137.27,1.311
1990-09-27,1.21,0.53,1.16,1.771,5.257,1.571,138.37,1.308
1990-09-28,1.212,0.53,1.16,1.767,5.243,1.567,138.27,1.3
1990-10-01,1.203,0.53,1.15,1.75,5.198,1.552,136.9,1.29
1990-10-02,1.205,0.53,1.15,1.754,5.21,1.555,136.95,1.292
1990-10-03,1.202,0.53,1.15,1.742,5.176,1.545,136.13,1.285
1990-10-04,1.2,0.52,1.15,1.73,5.148,1.534,133.9,1.277
1990-10-05,1.197,0.51,1.15,1.745,5.18,1.547,132.4,1.291
1990-10-09,1.199,0.51,1.15,1.72,5.11,1.526,130.33,1.278
1990-10-10,1.21,0.51,1.15,1.723,5.116,1.528,129.97,1.278
1990-10-11,1.229,0.51,1.15,1.727,5.131,1.532,129.95,1.291
1990-10-12,1.222,0.51,1.15,1.711,5.084,1.518,128.65,1.279
1990-10-15,1.268,0.51,1.15,1.717,5.104,1.523,128.15,1.289
1990-10-16,1.271,0.51,1.16,1.709,5.076,1.516,127.25,1.279
1990-10-17,1.286,0.51,1.16,1.703,5.062,1.511,125.27,1.274
1990-10-18,1.3,0.51,1.17,1.703,5.065,1.511,125.05,1.274
1990-10-19,1.279,0.51,1.17,1.695,5.036,1.504,125.75,1.27
1990-10-22,1.279,0.51,1.17,1.71,5.072,1.517,126.05,1.282
1990-10-23,1.285,0.51,1.17,1.711,5.079,1.518,127.5,1.282
1990-10-24,1.281,0.51,1.17,1.699,5.045,1.508,128.05,1.27
1990-10-25,1.277,0.51,1.17,1.706,5.067,1.513,127.3,1.277
1990-10-26,1.28,0.51,1.17,1.71,5.074,1.517,128,1.281
1990-10-29,1.276,0.51,1.16,1.71,5.08,1.517,128.4,1.287
1990-10-30,1.279,0.51,1.17,1.712,5.084,1.519,129.1,1.29
1990-10-31,1.274,0.51,1.17,1.709,5.076,1.516,129.95,1.287
1990-11-01,1.276,0.51,1.17,1.701,5.057,1.508,130.48,1.276
1990-11-02,1.288,0.51,1.17,1.695,5.045,1.502,128.6,1.271
1990-11-05,1.279,0.51,1.16,1.677,4.988,1.487,126.8,1.251
1990-11-06,1.271,0.51,1.16,1.677,4.987,1.487,127.3,1.25
1990-11-07,1.285,0.51,1.16,1.672,4.971,1.482,128.15,1.244
1990-11-08,1.285,0.51,1.17,1.679,4.997,1.488,129.9,1.249
1990-11-09,1.283,0.51,1.17,1.678,4.997,1.488,129.73,1.25
1990-11-13,1.294,0.51,1.17,1.669,4.978,1.48,129.6,1.254
1990-11-14,1.298,0.51,1.16,1.66,4.962,1.472,129.62,1.246
1990-11-15,1.295,0.51,1.16,1.666,4.988,1.478,129.27,1.252
1990-11-16,1.3,0.51,1.16,1.659,4.968,1.471,129.43,1.244
1990-11-19,1.31,0.51,1.16,1.664,4.972,1.475,129,1.246
1990-11-20,1.307,0.51,1.16,1.667,4.981,1.477,128.95,1.247
1990-11-21,1.31,0.51,1.16,1.672,5,1.482,127.65,1.251
1990-11-23,1.306,0.51,1.16,1.677,5.01,1.486,127.35,1.259
1990-11-26,1.305,0.51,1.16,1.683,5.03,1.492,128.75,1.268
1990-11-27,1.301,0.51,1.16,1.67,4.991,1.48,128.33,1.26
1990-11-28,1.3,0.51,1.17,1.675,5.011,1.485,129.85,1.268
1990-11-29,1.295,0.51,1.16,1.688,5.046,1.497,132.45,1.277
1990-11-30,1.292,0.52,1.17,1.692,5.065,1.5,133.1,1.277
1990-12-03,1.287,0.52,1.17,1.708,5.113,1.514,134.4,1.292
1990-12-04,1.287,0.52,1.16,1.696,5.082,1.503,134.05,1.284
1990-12-05,1.3,0.52,1.16,1.695,5.088,1.503,134.53,1.284
1990-12-06,1.299,0.52,1.16,1.681,5.056,1.49,132.35,1.273
1990-12-07,1.293,0.51,1.16,1.668,5.018,1.479,131.05,1.263
1990-12-10,1.304,0.51,1.16,1.662,5.007,1.473,131.9,1.262
1990-12-11,1.303,0.52,1.16,1.67,5.019,1.481,132.1,1.268
1990-12-12,1.305,0.51,1.16,1.668,5.023,1.478,131.82,1.265
1990-12-13,1.319,0.51,1.16,1.67,5.031,1.481,132.13,1.266
1990-12-14,1.303,0.52,1.16,1.676,5.046,1.485,132.95,1.274
1990-12-17,1.305,0.52,1.16,1.677,5.063,1.487,133.25,1.275
1990-12-18,1.299,0.52,1.16,1.674,5.057,1.484,133.23,1.27
